#class tools::wcsv::ntuple
#title Deposited energy
#separator 44
#vector_separator 59
#column double Generated
#column double EM Layer 1
#column double EM Layer 2
#column double EM Layer 3
#column double EM Layer 4
#column double EM Layer 5
#column double HAD Layer 1
#column double HAD Layer 2
#column double HAD Layer 3
#column double HAD Layer 4
#column double HAD Layer 5
#column double HAD Layer 6
#column double HAD Layer 7
#column double HAD Layer 8
#column double HAD Layer 9
#column double HAD Layer 10
#column double HAD Layer 11
#column double HAD Layer 12
#column double HAD Layer 13
#column double HAD Layer 14
#column double HAD Layer 15
#column double HAD Layer 16
#column double EM Shield
5000,314.866,1067.57,1087.35,940.262,615.539,213.541,45.9316,23.775,31.495,80.6669,28.9704,7.14232,2.55114,0,0.565175,0.601076,5.79146,0,0,0,0.299723,123.148
5000,41.4405,210.276,484.197,1030.09,1194.9,429.454,204.368,94.7379,33.4026,6.52336,9.07515,0.181566,3.12899,0.290049,2.84977,0,0,0.517193,0,0,0,162.201
5000,55.0436,325.694,896.391,890.209,910.373,282.668,254.804,98.5877,95.2566,22.1833,15.8908,18.5512,4.80741,0.412558,4.47195,1.09011,0.274417,2.21839,1.99182,0.236124,0,162.128
5000,210.579,641.9,989.536,1096.69,727.106,236.108,154.072,41.3925,109.592,22.644,8.17473,6.38296,6.94271,1.28441,0,0,0,0,0,0,0,126.045
5000,64.5729,279.455,918.241,936.188,999.195,316.51,243.935,147.398,17.872,45.7253,67.9965,14.1962,5.49607,1.93457,1.76513,0.0704999,0,0,0,0,1.91395,139.344
5000,203.073,1195.49,1501.93,699.627,506.982,127.054,30.8374,54.7808,1.8937,0.580124,2.22031,0,4.38852,0,0,0,0,0,0,0,0,134.921
5000,108.187,308.814,972.312,1457.71,1015.16,138.57,73.6843,18.2635,19.2475,40.3062,18.3528,11.8013,2.77952,0,0.323081,0,0,0,0,0,0,143.342
5000,281.922,909.973,1208.89,1317.3,512.637,186.772,35.1778,29.8644,22.4985,2.13089,0,8.21471,3.2176,1.64656,16.3493,8.88656,0,0,0,0,2.06781,86.3216
5000,174.358,482.277,1001.66,875.932,944.242,285.268,222.227,142.7,23.9206,15.0813,2.50139,21.1879,10.2929,0,0,0,0,3.54099,0,0.0306459,0,107.483
5000,96.3744,377.478,816.643,908.76,975.149,364.382,206.686,78.9608,55.288,14.4768,6.07373,0.510999,4.05339,0.54537,0.014952,0,0,0,0,0,0,118.054
5000,95.26,962.504,1175.94,1089.71,558.663,277.172,60.5749,68.1884,22.2995,52.2295,27.4713,10.5555,0.219528,4.83913,2.39982,0,1.96959,0,0,0,0,101.96
5000,151.611,643.445,1155.97,987.545,852.734,202.412,102.931,52.0631,47.6337,22.561,20.2887,0.408092,3.6672,0,0,0.486345,0,0,0,0,0,128.384
5000,132.834,216.686,764.798,680.456,803.825,480.1,290.832,209.214,86.7555,17.8213,23.0775,83.501,3.3212,3.00244,0,0,0,2.74505,0,0,0,181.702
5000,236.259,1170.26,998.519,623.069,679.132,240.264,60.9252,91.4306,148.795,96.9746,25.9349,6.01013,5.75717,2.85387,1.90121,1.13974,0,0,0,0,0,54.0815
5000,133.389,471.078,1036.28,908.101,862.241,310.294,354.853,142.589,140.286,56.2726,42.8591,6.93914,34.4651,1.52391,0.797933,0,0,0,0,0,0,101.324
5000,423.054,1076.8,1325.36,793.75,607.598,131.973,146.674,18.6766,8.19625,1.35546,1.16835,0.11487,0.396129,0.0188209,0,0.0438176,0,0,0.017223,0.0305254,0,93.7488
5000,255.251,337.433,916.999,1536.37,877.072,142.809,99.0848,131.503,70.3017,12.4136,1.68629,0,9.14052,0,0,0,0,0,0,0,0,87.4477
5000,38.6565,283.653,895.197,1046.6,715.087,407.259,393.632,189.33,97.5363,26.5569,17.4085,6.58636,0,0,0,0,0,0,0,0,0,131.676
5000,114.28,785.251,1036.01,900.34,763.978,259.891,122.991,130.172,113.129,43.2566,39.9728,10.4309,22.3945,6.71766,0.132864,0,0,0,1.21296,0,0,149.266
5000,279.601,841.44,1092.72,1023.01,501.043,150.53,139.244,14.9419,21.8747,10.3483,5.83268,40.0128,11.3174,2.0592,0.0603502,19.9775,0,0,0,0,0,111.187
5000,82.4674,583.11,868.337,1266.91,1000.48,187.345,127.794,88.2685,4.979,5.65419,3.06663,0,0,0,0,0,0,0,0,0,0,91.2641
5000,49.849,341.272,420.314,729.08,1127.57,595.7,236.038,136.741,54.8389,23.0701,30.3445,13.1308,0,1.52138,0,5.683,0,0,0,0,0,105.483
5000,97.3779,407.063,937.409,851.273,1035.79,306.1,221.014,79.5388,46.6398,2.84062,12.9589,7.1407,5.36798,0.427151,0.246327,0,0,0,0,0,0,134.107
5000,163.536,967.31,1189.99,1241.5,828.509,47.7294,87.4026,17.3098,10.8842,4.8833,0.0160526,1.99796,0.614566,0,0.236648,0,0,0,0,0,0,92.5278
5000,188.445,645.817,1425.58,958.495,747.512,176.686,58.171,62.898,68.8415,4.77213,12.636,1.08385,1.5698,0,0,0,0,0,0,0,0,87.0332
5000,212.348,391.9,514.841,908.54,1213.63,377.429,281.039,43.1336,26.1212,21.4931,10.8193,5.12651,0,0,0,0,0,0,0,0,0,107.413
5000,182.216,699.704,872.874,861.646,557.775,382.039,340.264,173.215,85.7309,35.3147,27.0193,7.43142,0.408575,0,0,0,0,0,0,0,0,79.4607
5000,77.4978,594.421,1248.71,860.863,524.036,308.283,265.533,151.487,98.6867,54.717,28.512,4.12671,0.789358,0.0996485,0,0,0.0109659,0,0.165066,0.122726,0,81.4072
5000,126.902,724.828,1192.53,816.368,900.321,198.854,111.712,27.4115,39.0064,26.4741,36.4799,0.425086,0,0,0,14.2681,3.49101,0,0,0,0,120.601
5000,111.006,502.055,677.521,963.432,809.086,339.439,278.052,149.457,86.0622,74.6988,53.5797,21.8571,1.08741,0,0,0,0,0,0,0,0,106.864
5000,132.915,891.031,1510.02,1047.58,606.222,126.693,63.7982,51.0128,26.4853,4.90421,12.0004,10.1889,0.642375,0,0,0.256333,0,0,0,0,0.230969,98.4644
5000,164.951,265.695,494.629,474.03,782.033,514.987,555.589,196.644,141.605,125.645,23.3359,20.814,1.35054,48.6076,4.77096,1.09682,0,0,0,0,0,109.285
5000,63.2418,426.934,575.53,650.491,366.089,534.467,346.324,285.344,336.273,254.918,205.48,97.9507,78.9253,54.9397,6.9591,1.48482,0,0,0,0,0,80.7934
5000,188.888,795.693,1204.18,1157.4,773.972,109.383,85.3971,29.4759,9.95083,5.07071,4.30756,0,0,0,0,0,0.0155516,0,22.708,0.291061,0.0315662,117.009
5000,181.257,661.001,1197.46,932.041,918.274,260.854,109.075,47.8739,18.4005,24.579,0.398807,3.83261,5.20777,0.343326,0.0372166,0,2.65544,0,0,0,0.171234,121.967
5000,65.5567,510.565,962.577,847.174,550.21,387.057,184.909,101.183,76.3421,27.0302,45.875,65.7579,29.1538,20.4496,5.56396,4.28593,0.931543,0.454141,0,0.106864,0,82.5879
5000,124.495,673.162,1010.75,1032.69,556.048,395.58,309.877,89.5189,47.4697,75.2878,36.7425,19.0157,23.6467,14.3481,0,0,0,0,0,0,0,62.1785
5000,134.448,573.608,857.66,775.798,1028.4,303.857,158.915,145.506,10.459,20.195,3.98336,0,0.510999,4.5313,0,0.212995,0,0,0,0,0,129.96
5000,219.766,786.704,818.744,1024.52,512.22,282.427,121.542,309.416,111.959,83.6923,23.5395,10.1227,0,0,0.0593631,0,0.257569,0,0,0,0,95.2565
5000,495.27,799.114,1156.66,815.82,686.136,181.57,141.478,49.6752,11.2956,3.50284,10.2994,4.08878,0,0.359007,0,0,0,0,0,0,0,152.129
5000,105.978,172.451,492.373,848.79,918.877,471.772,353.665,377.904,195.686,98.7971,61.8352,25.838,18.816,3.11021,0,0,14.7243,0,0,0,0,109.862
5000,79.2792,281.808,633.672,717.435,931.083,474.598,364.952,220.189,140.613,66.4548,24.7488,23.6569,5.8598,8.24848,1.97837,0.538414,1.01305,0,0,0,0,139.734
5000,51.2129,73.9044,177.326,394.443,744.121,867.762,413.999,336.239,348.783,115.937,58.6887,18.1813,34.4259,27.1539,4.46238,1.72542,6.8994,0,0,0,0,80.3375
5000,119.238,736.836,1160.95,1338.93,510.265,151.88,106.021,22.6865,64.0892,4.34331,51.5545,9.18149,0.50056,0,0,0,0,0,0,0,0,130.542
5000,75.2432,298.48,881.17,928.816,690.383,528.01,242.945,424.849,100.331,64.9544,1.76357,7.62372,19.6611,0.510999,4.36128,0,0,0,0,0,0,119.502
5000,203.244,636.097,694.377,940.425,995.87,348.017,241.4,38.2819,72.9832,76.4302,17.2238,2.29946,0.780547,0.180158,2.47903,0,0,0,0,0,0,153.295
5000,262.237,692.9,779.238,1073.19,731.314,382.788,75.3697,106.131,6.66081,42.1296,24.2948,3.56198,1.41047,0,0,0,0,0,0,0,0,85.5461
5000,306.497,1130.51,1012.54,670.501,624.316,207.532,118.651,72.0374,87.0529,121.123,34.6875,26.5334,3.04285,0.252064,0.2418,8.30747,0,0,0,0,0,51.5057
5000,119.897,781.794,1438.47,1286.55,658.191,81.6001,29.9516,46.7305,42.3567,5.7167,11.7231,0,5.98079,9.93686,1.82386,0,0,0,0,0,0,70.3096
